Symbol,Security Name,Exchange,ETF,Market Category
GNL$B,"Global Net Lease, Inc. 6.875% Series B Cumulative Redeemable Perpetual Preferred Stock",NYSE,N,
GNL$D,"Global Net Lease, Inc. 7.50% Series D Cumulative Redeemable Perpetual Preferred Stock",NYSE,N,
GNL$E,"Global Net Lease, Inc. 7.375% Series E Cumulative Redeemable Perpetual Preferred Stock",NYSE,N,
GNRC,Generac Holdlings Inc. Common Stock,NYSE,N,
GNT,"GAMCO Natural Resources, Gold & Income Trust",NYSE,N,
GNT$A,"GAMCO Natural Resources, Gold & Income Tust  5.20% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share)",NYSE,N,
GNW,Genworth Financial Inc Common Stock,NYSE,N,
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,NYSE,N,
GOLF,Acushnet Holdings Corp. Common Stock,NYSE,N,
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,NYSE,N,
GOTU,Gaotu Techedu Inc. American Depositary Shares,NYSE,N,
GPC,Genuine Parts Company Common Stock,NYSE,N,
GPI,"Group 1 Automotive, Inc. Common Stock",NYSE,N,
GPJA,"Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1, 2077",NYSE,N,
GPK,Graphic Packaging Holding Company,NYSE,N,
GPMT,Granite Point Mortgage Trust Inc. Common Stock,NYSE,N,
GPMT$A,Granite Point Mortgage Trust Inc. 7.00% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYSE,N,
GPN,Global Payments Inc. Common Stock,NYSE,N,
GPOR,Gulfport Energy Corporation Common Shares,NYSE,N,
GPRK,Geopark Ltd Common Shares,NYSE,N,
GRBK,"Green Brick Partners, Inc. Common Stock",NYSE,N,
GRBK$A,"Green Brick Partners, Inc. Depositary Shares (each representing a 1/1000th fractional interest in a share of 5.75% Series A Cumulative Perpetual Preferred Stock)",NYSE,N,
GRC,Gorman-Rupp Company (The) Common Stock,NYSE,N,
GRDN,"Guardian Pharmacy Services, Inc. Class A Common Stock",NYSE,N,
GRMN,Garmin Ltd. Common Stock (Switzerland),NYSE,N,
GRND,Grindr Inc. Common Stock,NYSE,N,
GRNT,"Granite Ridge Resources, Inc. Common Stock",NYSE,N,
GROV,"Grove Collaborative Holdings, Inc. Class A Common Stock",NYSE,N,
GRP.U,Granite Real Estate Inc. Units,NYSE,N,
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,NYSE,N,
GS,"Goldman Sachs Group, Inc. (The) Common Stock",NYSE,N,
GS$A,"Goldman Sachs Group, Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series A",NYSE,N,
GS$C,"Goldman Sachs Group, Inc. (The) Depositary Share repstg 1/1000th Preferred Series C",NYSE,N,
GS$D,"Goldman Sachs Group, Inc. (The) Dep Shs repstg 1/1000 Pfd Ser D Fltg",NYSE,N,
GSBD,"Goldman Sachs BDC, Inc. Common Stock",NYSE,N,
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),NYSE,N,
GSL,Global Ship Lease Inc New Class A Common Shares,NYSE,N,
GSL$B,"Global Ship Lease, Inc. Depository Shares Representing 1/100th Perpetual Preferred Series B% (Marshall Island)",NYSE,N,
GTES,Gates Industrial Corporation plc Ordinary Shares,NYSE,N,
GTLS,"Chart Industries, Inc. Common Stock",NYSE,N,
GTLS$B,"Chart Industries, Inc. Depositary Shares, each Representing a 1/20th Interest in a Share of 6.75% Series B Mandatory Convertible Preferred Stock",NYSE,N,
GTN,"Gray Media, Inc. Common Stock",NYSE,N,
GTN.A,"Gray Media, Inc. Class A Common Stock",NYSE,N,
GTY,Getty Realty Corporation Common Stock,NYSE,N,
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,NYSE,N,
GUT,Gabelli Utility Trust (The) Common Stock,NYSE,N,
GUT$C,Gabelli Utility Trust (The) 5.375% Series C Cumulative Preferred Shares,NYSE,N,
GVA,Granite Construction Incorporated Common Stock,NYSE,N,
GWH,"ESS Tech, Inc. Common Stock",NYSE,N,
GWH.W,"ESS Tech, Inc. Warrant",NYSE,N,
GWRE,"Guidewire Software, Inc. Common Stock",NYSE,N,
GWW,"W.W. Grainger, Inc. Common Stock",NYSE,N,
GXO,"GXO Logistics, Inc. Common Stock ",NYSE,N,
H,Hyatt Hotels Corporation Class A Common Stock,NYSE,N,
HAE,Haemonetics Corporation Common Stock,NYSE,N,
HAFN,Hafnia Limited Common Shares,NYSE,N,
HAL,Halliburton Company Common Stock,NYSE,N,
HASI,"HA Sustainable Infrastructure Capital, Inc. Common Stock",NYSE,N,
HAYW,"Hayward Holdings, Inc. Common Stock",NYSE,N,
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,NYSE,N,
HBI,Hanesbrands Inc. Common Stock,NYSE,N,
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),NYSE,N,
HCA,"HCA Healthcare, Inc. Common Stock",NYSE,N,
HCC,"Warrior Met Coal, Inc. Common Stock",NYSE,N,
HCI,"HCI Group, Inc. Common Stock",NYSE,N,
HCXY,"Hercules Capital, Inc. 6.25% Notes due 2033",NYSE,N,
HD,"Home Depot, Inc. (The) Common Stock",NYSE,N,
HDB,HDFC Bank Limited Common Stock,NYSE,N,
HE,"Hawaiian Electric Industries, Inc. Common Stock",NYSE,N,
HEI,Heico Corporation Common Stock,NYSE,N,
HEI.A,Heico Corporation Common Stock,NYSE,N,
HEQ,John Hancock Diversified Income Fund Common Shares of Beneficial Interest,NYSE,N,
HESM,Hess Midstream LP Class A Representing Limited Partner Interests,NYSE,N,
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,NYSE,N,
HFRO$A,Highland Opportunities and Income Fund 5.375% Series A Cumulative Preferred Shares,NYSE,N,
HFRO$B,Highland Opportunities and Income Fund 5.375% Series B Cumulative Preferred Shares,NYSE,N,
HG,"Hamilton Insurance Group, Ltd. Class B Common Shares",NYSE,N,
HGLB,Highland Global Allocation Fund Common Stock,NYSE,N,
HGTY,"Hagerty, Inc. Class A Common Stock",NYSE,N,
HGV,Hilton Grand Vacations Inc. Common Stock ,NYSE,N,
HHH,Howard Hughes Holdings Inc. Common Stock,NYSE,N,
HI,Hillenbrand Inc Common Stock,NYSE,N,
HIG,"The Hartford Insurance Group, Inc. Common Stock",NYSE,N,
HIG$G,"The Hartford Insurance Group, Inc. Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock, Series G",NYSE,N,
HII,"Huntington Ingalls Industries, Inc. Common Stock",NYSE,N,
HIMS,"Hims & Hers Health, Inc. Class A Common Stock",NYSE,N,
HIO,"Western Asset High Income Opportunity Fund, Inc. Common Stock",NYSE,N,
HIPO,Hippo Holdings Inc. Common Stock,NYSE,N,
HIW,"Highwoods Properties, Inc. Common Stock",NYSE,N,
HIX,Western Asset High Income Fund II Inc. Common Stock,NYSE,N,
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),NYSE,N,
HL,Hecla Mining Company Common Stock,NYSE,N,
HL$B,Hecla Mining Company Preferred Stock,NYSE,N,
HLF,Herbalife Ltd. Common Shares,NYSE,N,
HLI,"Houlihan Lokey, Inc. Class A Common Stock",NYSE,N,
HLIO,"Helios Technologies, Inc. Common Stock",NYSE,N,
HLLY,Holley Inc. Common Stock,NYSE,N,
HLLY.W,Holley Inc. Warrants,NYSE,N,
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),NYSE,N,
HLT,Hilton Worldwide Holdings Inc. Common Stock ,NYSE,N,
HLX,"Helix Energy Solutions Group, Inc. Common Stock",NYSE,N,
HMC,"Honda Motor Company, Ltd. Common Stock",NYSE,N,
HMN,Horace Mann Educators Corporation Common Stock,NYSE,N,
HMY,Harmony Gold Mining Company Limited,NYSE,N,
HNGE,"Hinge Health, Inc. Class A Common Stock",NYSE,N,
HNI,HNI Corporation Common Stock,NYSE,N,
HOG,"Harley-Davidson, Inc. Common Stock",NYSE,N,
HOMB,"Home BancShares, Inc. Common Stock",NYSE,N,
HOUS,"Anywhere Real Estate Inc. Common Stock,",NYSE,N,
HOV,"Hovnanian Enterprises, Inc. Class A Common Stock",NYSE,N,
HP,"Helmerich & Payne, Inc. Common Stock",NYSE,N,
HPE,Hewlett Packard Enterprise Company Common Stock,NYSE,N,
HPE$C,Hewlett Packard Enterprise Company 7.625% Series C Mandatory Convertible Preferred Stock,NYSE,N,
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,NYSE,N,
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,NYSE,N,
HPP,"Hudson Pacific Properties, Inc. Common Stock",NYSE,N,
HPP$C,"Hudson Pacific Properties, Inc. 4.750% Series C Cumulative Redeemable Preferred Stock",NYSE,N,
HPQ,HP Inc. Common Stock,NYSE,N,
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,NYSE,N,
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,NYSE,N,
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,NYSE,N,
HR,Healthcare Realty Trust Incorporated Common Stock,NYSE,N,
HRB,"H&R Block, Inc. Common Stock",NYSE,N,
HRI,Herc Holdings Inc. Common Stock ,NYSE,N,
HRL,Hormel Foods Corporation Common Stock,NYSE,N,
HRTG,"Heritage Insurance Holdings, Inc. Common Stock",NYSE,N,
HSBC,"HSBC Holdings, plc. Common Stock",NYSE,N,
HSHP,Himalaya Shipping Ltd. Common Shares,NYSE,N,
HSY,The Hershey Company Common Stock,NYSE,N,
HTB,"HomeTrust Bancshares, Inc. Common Stock",NYSE,N,
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,NYSE,N,
HTFB,Horizon Technology Finance Corporation 4.875% Notes due 2026,NYSE,N,
HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027,NYSE,N,
HTGC,"Hercules Capital, Inc. Common Stock",NYSE,N,
HTH,Hilltop Holdings Inc.,NYSE,N,
HUBB,Hubbell Inc Common Stock,NYSE,N,
HUBS,"HubSpot, Inc. Common Stock",NYSE,N,
HUM,Humana Inc. Common Stock,NYSE,N,
HUN,Huntsman Corporation Common Stock,NYSE,N,
HUYA,"HUYA Inc. American depositary shares, each  representing one Class A ordinary share",NYSE,N,
HVT,"Haverty Furniture Companies, Inc. Common Stock",NYSE,N,
HVT.A,"Haverty Furniture Companies, Inc. Common Stock",NYSE,N,
HWM,Howmet Aerospace Inc. Common Stock,NYSE,N,
HXL,Hexcel Corporation Common Stock,NYSE,N,
HY,"Hyster-Yale, Inc. Class A common stock",NYSE,N,
HYAC,Haymaker Acquisition Corp. 4 Class A Ordinary Shares,NYSE,N,
HYAC.U,"Haymaker Acquisition Corp. 4 Units, each consisting one Class A Ordinary Share and one-half of one redeemable Warrant",NYSE,N,
HYAC.W,"Haymaker Acquisition Corp. 4 Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE,N,
HYI,Western Asset High Yield Opportunity Fund Inc. Common Stock,NYSE,N,
HYT,"Blackrock Corporate High Yield Fund, Inc. Common Stock",NYSE,N,
HZO,"MarineMax, Inc.  (FL) Common Stock",NYSE,N,
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,NYSE,N,
IAG,Iamgold Corporation Ordinary Shares,NYSE,N,
IBM,International Business Machines Corporation Common Stock,NYSE,N,
IBN,ICICI Bank Limited Common Stock,NYSE,N,
IBP,"Installed Building Products, Inc. Common Stock",NYSE,N,
IBTA,"Ibotta, Inc. Class A Common Stock",NYSE,N,
ICE,Intercontinental Exchange Inc. Common Stock,NYSE,N,
ICL,ICL Group Ltd. Ordinary Shares,NYSE,N,
ICR$A,"InPoint Commercial Real Estate Income, Inc. 6.75% Series A Cumulative Redeemable Preferred Stock",NYSE,N,
IDA,"IDACORP, Inc. Common Stock",NYSE,N,
IDE,"Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest",NYSE,N,
IDT,IDT Corporation Class B Common Stock,NYSE,N,
IEX,IDEX Corporation Common Stock,NYSE,N,
IFF,"International Flavors & Fragrances, Inc. Common Stock",NYSE,N,
IFN,"India Fund, Inc. (The) Common Stock",NYSE,N,
IFS,Intercorp Financial Services Inc. Common Shares,NYSE,N,
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,NYSE,N,
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,NYSE,N,
IGI,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,NYSE,N,
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,NYSE,N,
IH,"iHuman Inc. American depositary shares, each representing five Class A ordinary shares",NYSE,N,
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,NYSE,N,
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),NYSE,N,
IHS,IHS Holding Limited Ordinary Shares,NYSE,N,
IIF,"Morgan Stanley India Investment Fund, Inc. Common Stock",NYSE,N,
IIIN,"Insteel Industries, Inc. Common Stock",NYSE,N,
IIM,Invesco Value Municipal Income Trust Common Stock,NYSE,N,
IIPR,"Innovative Industrial Properties, Inc. Common Stock",NYSE,N,
IIPR$A,"Innovative Industrial Properties, Inc. 9.00% Series A Cumulative Redeemable Preferred Stock",NYSE,N,
IMAX,Imax Corporation Common Stock,NYSE,N,
INFY,Infosys Limited American Depositary Shares,NYSE,N,
ING,"ING Group, N.V. Common Stock",NYSE,N,
INGM,Ingram Micro Holding Corporation Common Stock,NYSE,N,
INGR,Ingredion Incorporated Common Stock,NYSE,N,
INN,"Summit Hotel Properties, Inc. Common Stock",NYSE,N,
INN$E,"Summit Hotel Properties, Inc. 6.250% Series E Cumulative Redeemable Preferred Stock",NYSE,N,
INN$F,"Summit Hotel Properties, Inc. 5.875% Series F Cumulative Redeemable Preferred Stock, $0.01 par value per share",NYSE,N,
INR,"Infinity Natural Resources, Inc. Class A Common Stock",NYSE,N,
INSP,"Inspire Medical Systems, Inc. Common Stock",NYSE,N,
INSW,"International Seaways, Inc. Common Stock ",NYSE,N,
INVH,Invitation Homes Inc. Common Stock,NYSE,N,
INVX,"Innovex International, Inc. Common Stock",NYSE,N,
IONQ,"IonQ, Inc. Common Stock",NYSE,N,
IONQ.W,"IonQ, Inc. Redeemable warrants, each whole warrant exercisable for one share of Common Stock, each at an exercise price of $11.50 per share",NYSE,N,
IOT,Samsara Inc. Class A Common Stock,NYSE,N,
IP,International Paper Company Common Stock,NYSE,N,
IPG,"Interpublic Group of Companies, Inc. (The) Common Stock",NYSE,N,
IPI,"Intrepid Potash, Inc Common Stock",NYSE,N,
IQI,Invesco Quality Municipal Income Trust Common Stock,NYSE,N,
IQV,"IQVIA Holdings, Inc. Common Stock",NYSE,N,
IR,Ingersoll Rand Inc. Common Stock,NYSE,N,
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,NYSE,N,
IRS,IRSA Inversiones Y Representaciones S.A. Global Depositary Shares (Each representing ten shares of Common Stock),NYSE,N,
IRS.W,IRSA Inversiones Y Representaciones S.A. Warrants to purchase Common Shares,NYSE,N,
IRT,"Independence Realty Trust, Inc. Common Stock",NYSE,N,
ISD,"PGIM High Yield Bond Fund, Inc.",NYSE,N,
IT,"Gartner, Inc. Common Stock",NYSE,N,
ITGR,Integer Holdings Corporation Common Stock,NYSE,N,
ITT,ITT Inc. Common Stock ,NYSE,N,
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),NYSE,N,
ITW,Illinois Tool Works Inc. Common Stock,NYSE,N,
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,NYSE,N,
IVR$C,"INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock, Liquation Preference $25.00 per Share",NYSE,N,
IVT,InvenTrust Properties Corp. Common Stock,NYSE,N,
IVZ,Invesco Ltd Common Stock,NYSE,N,
IX,ORIX Corporation American Depositary Shares,NYSE,N,
J,Jacobs Solutions Inc. Common Stock,NYSE,N,
JACS,Jackson Acquisition Company II Class A Ordinary Shares,NYSE,N,
JACS.R,"Jackson Acquisition Company II Rights, each right to acquire one-tenth (1/10) of one Class A ordinary share",NYSE,N,
JACS.U,"Jackson Acquisition Company II Units, each consisting of one Class A ordinary share and one right to acquire one-tenth (1/10) of one Class A ordinary share",NYSE,N,
JBGS,JBG SMITH Properties Common Shares ,NYSE,N,
JBI,"Janus International Group, Inc. Common Stock",NYSE,N,
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,NYSE,N,
JBL,Jabil Inc. Common Stock,NYSE,N,
JBS,JBS N.V. Class A Common Shares,NYSE,N,
JBTM,JBT Marel Corporation Common Stock,NYSE,N,
JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,NYSE,N,
JCI,Johnson Controls International plc Ordinary Share,NYSE,N,
JEF,Jefferies Financial Group Inc. Common Stock,NYSE,N,
JELD,"JELD-WEN Holding, Inc. Common Stock",NYSE,N,
JENA,Jena Acquisition Corporation II Class A Ordinary Shares,NYSE,N,
JENA.R,"Jena Acquisition Corporation II Rights, each right to acquire one-twentieth (1/20) of one Class A ordinary share",NYSE,N,
JENA.U,"Jena Acquisition Corporation II Units, each consisting of one Class A ordinary share and one right",NYSE,N,
JFR,Nuveen Floating Rate Income Fund Common Stock,NYSE,N,
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,NYSE,N,
JHG,Janus Henderson Group plc Ordinary Shares,NYSE,N,
JHI,John Hancock Investors Trust Common Stock,NYSE,N,
JHS,John Hancock Income Securities Trust Common Stock,NYSE,N,
JHX,James Hardie Industries plc. Ordinary Shares,NYSE,N,
JILL,"J. Jill, Inc. Common Stock",NYSE,N,
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),NYSE,N,
JLL,Jones Lang LaSalle Incorporated Common Stock,NYSE,N,
JLS,Nuveen Mortgage and Income Fund,NYSE,N,
JMIA,"Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares",NYSE,N,
JMM,Nuveen Multi-Market Income Fund (MA),NYSE,N,
JNJ,Johnson & Johnson Common Stock,NYSE,N,
JOBY,"Joby Aviation, Inc. Common Stock",NYSE,N,
JOBY.W,"Joby Aviation, Inc. Warrants",NYSE,N,
JOE,St. Joe Company (The) Common Stock,NYSE,N,
JOF,Japan Smaller Capitalization Fund Inc Common Stock,NYSE,N,
JPC,Nuveen Preferred & Income Opportunities Fund,NYSE,N,
JPM,JP Morgan Chase & Co. Common Stock,NYSE,N,
JPM$C,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock, Series EE",NYSE,N,
JPM$D,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock, Series DD",NYSE,N,
JPM$J,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock, Series GG",NYSE,N,
JPM$K,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock, Series JJ",NYSE,N,
JPM$L,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL",NYSE,N,
JPM$M,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock, Series MM",NYSE,N,
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,NYSE,N,
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,NYSE,N,
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,NYSE,N,
JXN,Jackson Financial Inc. Class A Common Stock ,NYSE,N,
JXN$A,"Jackson Financial Inc. Depositary Shares, each representing a 1/1,000th interest in a share of Fixed-Rate Reset Noncumulative Perpetual Preferred Stock, Series A",NYSE,N,
K,Kellanova Common Stock,NYSE,N,
KAI,Kadant Inc Common Stock,NYSE,N,
KAR,"OPENLANE, Inc. Common Stock",NYSE,N,
KB,KB Financial Group Inc,NYSE,N,
KBDC,"Kayne Anderson BDC, Inc. Common Stock",NYSE,N,
KBH,KB Home Common Stock,NYSE,N,
KBR,"KBR, Inc. Common Stock",NYSE,N,
KD,"Kyndryl Holdings, Inc. Common Stock",NYSE,N,
KEN,Kenon Holdings Ltd. Ordinary Shares,NYSE,N,
KEP,Korea Electric Power Corporation Common Stock,NYSE,N,
KEX,Kirby Corporation Common Stock,NYSE,N,
KEY,KeyCorp Common Stock,NYSE,N,
KEY$I,"KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock, Series E",NYSE,N,
KEY$J,"KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series F",NYSE,N,
KEY$K,"KeyCorp Depositary Shares, each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series G",NYSE,N,
KEY$L,"KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series H",NYSE,N,
KEYS,Keysight Technologies Inc. Common Stock,NYSE,N,
KF,"Korea Fund, Inc. (The) New Common Stock",NYSE,N,
KFRC,"Kforce, Inc. Common Stock",NYSE,N,
KFS,"Kingsway Financial Services, Inc. Common Stock (DE)",NYSE,N,
KFY,Korn Ferry Common Stock,NYSE,N,
KGC,Kinross Gold Corporation Common Stock,NYSE,N,
KGS,"Kodiak Gas Services, Inc. Common Stock",NYSE,N,
KIM,Kimco Realty Corporation (HC) Common Stock,NYSE,N,
KIM$L,"Kimco Realty Corporation Class L Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",NYSE,N,
KIM$M,"Kimco Realty Corporation Class M Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",NYSE,N,
KIM$N,"Kimco Realty Corporation Depositary Shares, each representing 1/1,000th interest in a share of 7.25% Class N Cumulative Convertible Perpetual Preferred Stock",NYSE,N,
KIO,KKR Income Opportunities Fund Common Shares,NYSE,N,
KKR,KKR & Co. Inc. Common Stock,NYSE,N,
KKR$D,KKR & Co. Inc. 6.25% Series D Mandatory Convertible Preferred Stock,NYSE,N,
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,NYSE,N,
KKRT,KKR & Co. Inc. 6.875% Subordinated Notes due 2065,NYSE,N,
KLAR,Klarna Group plc Ordinary Shares,NYSE,N,
KLC,"KinderCare Learning Companies, Inc. Common Stock",NYSE,N,
KMI,"Kinder Morgan, Inc. Common Stock",NYSE,N,
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,NYSE,N,
KMPR,Kemper Corporation,NYSE,N,
KMT,Kennametal Inc. Common Stock,NYSE,N,
KMX,CarMax Inc,NYSE,N,
KN,Knowles Corporation Common Stock,NYSE,N,
KNF,Knife Riv Holding Co. Common Stock,NYSE,N,
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,NYSE,N,
KNSL,"Kinsale Capital Group, Inc. Common Stock",NYSE,N,
KNTK,Kinetik Holdings Inc. Class A Common Stock,NYSE,N,
KNX,Knight-Swift Transportation Holdings Inc.,NYSE,N,
KO,Coca-Cola Company (The) Common Stock,NYSE,N,
KODK,Eastman Kodak Company Common New,NYSE,N,
KOF,"Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)",NYSE,N,
KOP,Koppers Holdings Inc. Common Stock,NYSE,N,
KORE,"KORE Group Holdings, Inc. Common Stock",NYSE,N,
KOS,Kosmos Energy Ltd. Common Shares (DE),NYSE,N,
KR,Kroger Company (The) Common Stock,NYSE,N,
KRC,Kilroy Realty Corporation Common Stock,NYSE,N,
KREF,KKR Real Estate Finance Trust Inc. Common Stock,NYSE,N,
KREF$A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,NYSE,N,
KRG,Kite Realty Group Trust Common Stock,NYSE,N,
KRMN,Karman Holdings Inc. Common Stock,NYSE,N,
KRO,Kronos Worldwide Inc Common Stock,NYSE,N,
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,NYSE,N,
KRSP,Rice Acquisition Corporation 3 Class A Ordinary Shares,NYSE,N,
KRSP.U,"Rice Acquisition Corporation 3 Units, each consisting of one Class A ordinary share, and one-sixth of one redeemable warrant",NYSE,N,
KRSP.W,"Rice Acquisition Corporation 3 Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE,N,
KSS,Kohl's Corporation Common Stock,NYSE,N,
KT,KT Corporation Common Stock,NYSE,N,
KTB,"Kontoor Brands, Inc. Common Stock ",NYSE,N,
KTF,DWS Municipal Income Trust,NYSE,N,
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,NYSE,N,
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),NYSE,N,
KVUE,Kenvue Inc. Common Stock,NYSE,N,
KVYO,"Klaviyo, Inc. Series A Common Stock",NYSE,N,
KW,Kennedy-Wilson Holdings Inc. Common Stock,NYSE,N,
KWR,Quaker Houghton Common Stock,NYSE,N,
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",NYSE,N,
L,Loews Corporation Common Stock,NYSE,N,
LAC,Lithium Americas Corp. Common Shares,NYSE,N,
LAD,"Lithia Motors, Inc. Common Stock",NYSE,N,
LADR,Ladder Capital Corp Class A Common Stock,NYSE,N,
LANV,Lanvin Group Holdings Limited Ordinary Shares,NYSE,N,
LANV.W,"Lanvin Group Holdings Limited Redeemable Warrants, each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50",NYSE,N,
LAR,Lithium Argentina AG Common Shares,NYSE,N,
LAW,"CS Disco, Inc. Common Stock",NYSE,N,
LAZ,"Lazard, Inc. Common Stock",NYSE,N,
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,NYSE,N,
LBRT,Liberty Energy Inc. Class A common stock,NYSE,N,
LC,LendingClub Corporation Common Stock,NYSE,N,
LCII,LCI Industries,NYSE,N,
LDI,"loanDepot, Inc. Class A Common Stock",NYSE,N,
LDOS,"Leidos Holdings, Inc. Common Stock",NYSE,N,
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",NYSE,N,
LEA,Lear Corporation Common Stock,NYSE,N,
LEG,"Leggett & Platt, Incorporated Common Stock",NYSE,N,
LEN,Lennar Corporation Class A Common Stock,NYSE,N,
LEN.B,Lennar Corporation Class B,NYSE,N,
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",NYSE,N,
LEVI,Levi Strauss & Co Class A Common Stock,NYSE,N,
LFT,"Lument Finance Trust, Inc. Common Stock",NYSE,N,
LFT$A,"Lument Finance Trust, Inc. 7.875% Series A Cumulative Redeemable Preferred Stock",NYSE,N,
LGI,Lazard Global Total Return and Income Fund Common Stock,NYSE,N,
LH,Labcorp Holdings Inc. Common Stock,NYSE,N,
LHX,"L3Harris Technologies, Inc. Common Stock",NYSE,N,
LII,"Lennox International, Inc. Common Stock",NYSE,N,
LION,Lionsgate Studios Corp Common Shares,NYSE,N,
